id,age,income,category,status
1000,57.82055200432819,11925.239443055769,B,Active
1001,52.249450675062214,26802.245241741628,A,Inactive
1002,72.64366502525746,38016.92421098851,A,Inactive
1003,27.246669322323314,2510.9805048774997,D,Active
1004,60.11079887744159,21848.483615960355,D,Active
1005,58.75729044480873,25798.95394507427,A,Inactive
1006,33.31945394367558,16688.17633374734,B,Active
1007,57.085600037677914,80119.44310673374,D,Inactive
1008,49.03373955631474,33583.161491552186,D,Active
1009,42.2702848805591,81649.57621165845,A,Active
1010,35.112774156336,17748.20174534199,B,Active
1011,36.37068658260977,56245.28489739509,D,Active
1012,69.59774514943112,112991.33287453603,A,Inactive
1013,45.00819382748979,81772.26850434397,B,Inactive
1014,54.38556001837751,7389.818153765838,D,Active
1015,35.509207419989366,17091.284299341634,D,Active
1016,35.64176464534033,15597.022264708088,B,Inactive
1017,57.983817710999304,35927.36480966788,A,Active
1018,28.805085461381616,43754.66676514047,A,Active
1019,40.01743478513674,9519.592535478052,B,Active
1020,45.40832893286679,23572.55790773494,D,Active
1021,46.33647122208063,2922.1434022268068,C,Inactive
1022,42.85088057980612,93148.00938454624,D,Active
1023,49.74983737315108,13195.428981514846,D,Active
1024,53.31426906981374,23291.969880842826,C,Inactive
1025,53.81565054551196,16160.904240917209,A,Active
1026,33.17035429598608,69288.03914790665,D,Active
1027,41.590138824854435,1290.1239249606035,D,Active
1028,59.33715434252325,21663.62049255081,D,Active
1029,55.73576625088647,19814.737192975776,A,Active
1030,28.525686582227234,13993.715464324767,D,Active
1031,,123775.72599275793,D,Active
1032,21.26129700750228,9069.48300691283,D,Active
1033,45.56321882472444,47657.5420743247,A,Active
1034,67.77320420095172,31453.098813517503,D,Active
1035,33.625287392772165,77770.63933786235,D,Active
1036,34.988123454101014,11302.858250324873,C,Active
1037,54.16835737887431,10583.284493728213,C,Active
1038,26.48638181748425,65911.61174531926,A,Active
1039,37.40693964137953,33702.29814840821,B,Inactive
1040,52.15729365098103,4698.801021394759,B,Inactive
1041,37.38856982772716,12844.80830255727,D,Active
1042,42.16836015346834,32415.197610188396,B,Inactive
1043,53.930228523780414,50907.4329101658,C,Active
1044,50.058553002438735,11167.570283784438,D,Inactive
1045,48.20182075554482,1194.811857064185,A,Active
1046,40.93053264875954,37168.7333588901,C,Active
1047,49.44073338322747,6500.792100379316,D,Active
1048,43.51520783880292,2929.717268250819,D,Active
1049,50.49366731910942,1296.8247750746668,D,Inactive
1050,39.03681569858426,49710.967421143054,D,Active
1051,42.80917230744551,25049.7080161952,A,Active
1052,33.120506489375835,17576.949221435985,D,Active
1053,44.57990867992517,88346.7209695887,A,Active
1054,35.26798963645386,41661.16517184364,D,Active
1055,,110890.67030708751,B,Active
1056,48.10393377426466,5471.261704810281,D,Inactive
1057,47.552877310291926,21278.43454310891,D,Active
1058,,4373.358922752476,D,Active
1059,39.82649316509881,17511.58022386066,B,Inactive
1060,49.89663416204107,17177.989210624448,C,Active
1061,51.609570867283956,41217.31183544179,D,Active
1062,50.33728569397914,23053.2925292641,D,Active
1063,35.09215580637429,41085.36023135171,A,Inactive
1064,46.792361787254265,44508.70794370509,D,Active
1065,49.369683552655935,190028.3741041449,D,Inactive
1066,45.0861416028953,16069.901748036202,B,Inactive
1067,19.962268099546982,8595.355681495064,D,Active
1068,46.92587548768176,28171.993223257406,D,Active
1069,71.55037247276691,9874.589041576415,C,Active
1070,40.67952877491621,96950.97995284092,B,Active
1071,36.26307482573615,16593.759352744884,D,Inactive
1072,49.48018271653678,12511.751881253738,D,Inactive
1073,48.74853852559886,13748.489999538611,C,Active
1074,59.31282198499697,45180.34488057133,D,Active
1075,29.905582129093347,18812.052178984042,D,Active
1076,53.77656303089991,11595.045570526487,D,Active
1077,52.08506473501756,116465.6801527033,A,Active
1078,43.294241556713445,9356.533603185382,D,Active
1079,49.06424781506028,22823.958486369313,C,Active
1080,57.353489779180286,42290.00935216791,B,Active
1081,55.4677845603414,4309.878056676037,B,Active
1082,31.283768255115255,35605.68166388344,C,Inactive
1083,54.84189824106581,7668.622822967196,D,Inactive
1084,44.22373673960978,50150.45072233803,B,Active
1085,45.87448917618619,8411.448622057196,D,Active
1086,45.87836389202033,44036.27617962266,A,Active
1087,43.197084134420884,66558.26885013586,C,Active
1088,59.30048996528478,52126.90606531384,D,Active
1089,43.99538448180945,28319.804604864312,D,Active
1090,31.565446459401976,17478.0145221758,B,Active
1091,,12376.817231739236,D,Active
1092,47.144336601725705,95897.45196563148,B,Active
1093,59.750577411564606,10943.5418934202,C,Active
1094,52.237136219386,7808.232668882444,D,Active
1095,34.79357665503547,42846.05845293812,D,Inactive
1096,74.8222790001467,9935.437565192593,B,Active
1097,48.177303731735755,8517.9970361685,D,Active
